description,systemID
Unexpected element &quot;table&quot;. The content of the parent element type must match &quot;(email|ext-link|uri|inline-supplementary-material|related-article|related-object|address|alternatives|array|boxed-text|chem-struct-wrap|code|fig|fig-group|graphic|media|preformat|supplementary-material|table-wrap|table-wrap-group|disp-formula|disp-formula-group|citation-alternatives|element-citation|mixed-citation|nlm-citation|bold|fixed-case|italic|monospace|overline|roman|sans-serif|sc|strike|underline|ruby|award-id|funding-source|open-access|chem-struct|inline-formula|inline-graphic|private-char|def-list|list|tex-math|mml:math|abbrev|milestone-end|milestone-start|named-content|styled-content|tp:taxon-name|tp:descriptive-statement|tp:material-citation|disp-quote|speech|statement|verse-group|fn|target|xref|sub|sup)&quot;.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\883287E0FFC89575CE3CA185FC052EBB_tp.xml
An element with the identifier &quot;fig-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\883287E0FFC89575CE3CA185FC052EBB_tp.xml
An element with the identifier &quot;ref10052&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\883287E0FFC89575CE3CA185FC052EBB_tp.xml
An element with the identifier &quot;ref9088&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\883287E0FFC89575CE3CA185FC052EBB_tp.xml
An element with the identifier &quot;ref9262&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\883287E0FFC89575CE3CA185FC052EBB_tp.xml
An element with the identifier &quot;ref9033&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\883287E0FFC89575CE3CA185FC052EBB_tp.xml
An element with the identifier &quot;ref9182&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\883287E0FFC89575CE3CA185FC052EBB_tp.xml
An element with the identifier &quot;ref7832&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\883287E0FFC89575CE3CA185FC052EBB_tp.xml
An element with the identifier &quot;ref8271&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\883287E0FFC89575CE3CA185FC052EBB_tp.xml
An element with the identifier &quot;ref8321&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\883287E0FFC89575CE3CA185FC052EBB_tp.xml
An element with the identifier &quot;ref10025&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\883287E0FFC89575CE3CA185FC052EBB_tp.xml
An element with the identifier &quot;ref8801&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\883287E0FFC89575CE3CA185FC052EBB_tp.xml
An element with the identifier &quot;ref8370&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\883287E0FFC89575CE3CA185FC052EBB_tp.xml
An element with the identifier &quot;ref7948&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\883287E0FFC89575CE3CA185FC052EBB_tp.xml
An element with the identifier &quot;ref8092&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\883287E0FFC89575CE3CA185FC052EBB_tp.xml
An element with the identifier &quot;ref9346&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\883287E0FFC89575CE3CA185FC052EBB_tp.xml
An element with the identifier &quot;ref9470&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\883287E0FFC89575CE3CA185FC052EBB_tp.xml
"Unexpected element &quot;p&quot;. The content of the parent element type must match &quot;(sec-meta?,label?,title?,(address|alternatives|array|boxed-text|chem-struct-wrap|code|fig|fig-group|graphic|media|preformat|supplementary-material|table-wrap|table-wrap-group|disp-formula|disp-formula-group|def-list|list|tex-math|mml:math|p|related-article|related-object|disp-quote|speech|statement|verse-group)*,tp:treatment-sec*,tp:nomenclature-citation-list*,(fn-group|glossary|ref-list)*)&quot;.",C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\3660577CFFA1FF8EE5B2952BFE6AF847_tp.xml
"Unexpected element &quot;fig&quot;. The content of the parent element type must match &quot;(tp:treatment-meta?,tp:nomenclature,(tp:treatment-sec|tp:taxon-treatment)*,ref-list?)&quot;.",C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\3660577CFFA1FF8EE5B2952BFE6AF847_tp.xml
Unexpected element &quot;table&quot;. The content of the parent element type must match &quot;(email|ext-link|uri|inline-supplementary-material|related-article|related-object|address|alternatives|array|boxed-text|chem-struct-wrap|code|fig|fig-group|graphic|media|preformat|supplementary-material|table-wrap|table-wrap-group|disp-formula|disp-formula-group|citation-alternatives|element-citation|mixed-citation|nlm-citation|bold|fixed-case|italic|monospace|overline|roman|sans-serif|sc|strike|underline|ruby|award-id|funding-source|open-access|chem-struct|inline-formula|inline-graphic|private-char|def-list|list|tex-math|mml:math|abbrev|milestone-end|milestone-start|named-content|styled-content|tp:taxon-name|tp:descriptive-statement|tp:material-citation|disp-quote|speech|statement|verse-group|fn|target|xref|sub|sup)&quot;.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\3660577CFFA1FF8EE5B2952BFE6AF847_tp.xml
An element with the identifier &quot;ref7986&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\3660577CFFA1FF8EE5B2952BFE6AF847_tp.xml
An element with the identifier &quot;ref7757&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\3660577CFFA1FF8EE5B2952BFE6AF847_tp.xml
An element with the identifier &quot;ref7908&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\3660577CFFA1FF8EE5B2952BFE6AF847_tp.xml
An element with the identifier &quot;ref8194&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\3660577CFFA1FF8EE5B2952BFE6AF847_tp.xml
An element with the identifier &quot;ref7417&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\3660577CFFA1FF8EE5B2952BFE6AF847_tp.xml
An element with the identifier &quot;ref7225&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\3660577CFFA1FF8EE5B2952BFE6AF847_tp.xml
An element with the identifier &quot;ref6938&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\3660577CFFA1FF8EE5B2952BFE6AF847_tp.xml
An element with the identifier &quot;fig-2--151-264-1706-1730-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\3660577CFFA1FF8EE5B2952BFE6AF847_tp.xml
An element with the identifier &quot;ref7986&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\3660577CFFA5FF82E5B29471FB1CFC17_tp.xml
An element with the identifier &quot;ref7819&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\3660577CFFA5FF82E5B29471FB1CFC17_tp.xml
An element with the identifier &quot;ref7417&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\3660577CFFA5FF82E5B29471FB1CFC17_tp.xml
An element with the identifier &quot;ref6886&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\3660577CFFA5FF82E5B29471FB1CFC17_tp.xml
An element with the identifier &quot;ref7225&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\3660577CFFA5FF82E5B29471FB1CFC17_tp.xml
An element with the identifier &quot;ref6938&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\3660577CFFA5FF82E5B29471FB1CFC17_tp.xml
An element with the identifier &quot;ref8149&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\3660577CFFA5FF82E5B29471FB1CFC17_tp.xml
An element with the identifier &quot;ref8061&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\3660577CFFA5FF82E5B29471FB1CFC17_tp.xml
An element with the identifier &quot;ref7666&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\3660577CFFA5FF82E5B29471FB1CFC17_tp.xml
An element with the identifier &quot;ref8107&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\3660577CFFA5FF82E5B29471FB1CFC17_tp.xml
An element with the identifier &quot;fig-9--151-264-1041-1065-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\3660577CFFA5FF82E5B29471FB1CFC17_tp.xml
An element with the identifier &quot;fig-6--151-250-1867-1891-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\6426795AFFD0905FFF5DEC5CFB50C9E3_tp.xml
Unexpected element &quot;table&quot;. The content of the parent element type must match &quot;(email|ext-link|uri|inline-supplementary-material|related-article|related-object|address|alternatives|array|boxed-text|chem-struct-wrap|code|fig|fig-group|graphic|media|preformat|supplementary-material|table-wrap|table-wrap-group|disp-formula|disp-formula-group|citation-alternatives|element-citation|mixed-citation|nlm-citation|bold|fixed-case|italic|monospace|overline|roman|sans-serif|sc|strike|underline|ruby|award-id|funding-source|open-access|chem-struct|inline-formula|inline-graphic|private-char|def-list|list|tex-math|mml:math|abbrev|milestone-end|milestone-start|named-content|styled-content|tp:taxon-name|tp:descriptive-statement|tp:material-citation|disp-quote|speech|statement|verse-group|fn|target|xref|sub|sup)&quot;.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A11D4862FFF3FF98FF79FF5C8718FCC5_tp.xml
Attribute value &quot;fig-&quot; of type ID must be unique within the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A11D4862FFF3FF98FF79FF5C8718FCC5_tp.xml
"Unexpected element &quot;fig&quot;. The content of the parent element type must match &quot;(tp:treatment-meta?,tp:nomenclature,(tp:treatment-sec|tp:taxon-treatment)*,ref-list?)&quot;.",C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A11D4862FFF3FF98FF79FF5C8718FCC5_tp.xml
Unexpected element &quot;table&quot;. The content of the parent element type must match &quot;(email|ext-link|uri|inline-supplementary-material|related-article|related-object|address|alternatives|array|boxed-text|chem-struct-wrap|code|fig|fig-group|graphic|media|preformat|supplementary-material|table-wrap|table-wrap-group|disp-formula|disp-formula-group|citation-alternatives|element-citation|mixed-citation|nlm-citation|bold|fixed-case|italic|monospace|overline|roman|sans-serif|sc|strike|underline|ruby|award-id|funding-source|open-access|chem-struct|inline-formula|inline-graphic|private-char|def-list|list|tex-math|mml:math|abbrev|milestone-end|milestone-start|named-content|styled-content|tp:taxon-name|tp:descriptive-statement|tp:material-citation|disp-quote|speech|statement|verse-group|fn|target|xref|sub|sup)&quot;.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A11D4862FFF3FF98FF79FF5C8718FCC5_tp.xml
An element with the identifier &quot;fig-2--151-250-1614-1638-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A11D4862FFF3FF98FF79FF5C8718FCC5_tp.xml
An element with the identifier &quot;fig-4--151-250-1718-1742-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A11D4862FFF3FF98FF79FF5C8718FCC5_tp.xml
An element with the identifier &quot;fig-5--151-250-1735-1759-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A11D4862FFF3FF98FF79FF5C8718FCC5_tp.xml
An element with the identifier &quot;fig-6--151-250-1839-1863-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A11D4862FFF3FF98FF79FF5C8718FCC5_tp.xml
An element with the identifier &quot;fig-7--151-250-1809-1833-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A11D4862FFF3FF98FF79FF5C8718FCC5_tp.xml
An element with the identifier &quot;fig-8--151-250-1686-1710-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A11D4862FFF3FF98FF79FF5C8718FCC5_tp.xml
An element with the identifier &quot;fig-9--151-250-1808-1832-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A11D4862FFF3FF98FF79FF5C8718FCC5_tp.xml
An element with the identifier &quot;fig-10--151-250-1864-1888-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A11D4862FFF3FF98FF79FF5C8718FCC5_tp.xml
An element with the identifier &quot;fig-11--151-250-1842-1866-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A11D4862FFF3FF98FF79FF5C8718FCC5_tp.xml
An element with the identifier &quot;fig-12--151-250-1869-1893-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A11D4862FFF3FF98FF79FF5C8718FCC5_tp.xml
An element with the identifier &quot;fig-13--151-250-1849-1873-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A11D4862FFF3FF98FF79FF5C8718FCC5_tp.xml
An element with the identifier &quot;fig-14--151-250-1891-1915-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A11D4862FFF3FF98FF79FF5C8718FCC5_tp.xml
An element with the identifier &quot;fig-15--151-250-1891-1915-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A11D4862FFF3FF98FF79FF5C8718FCC5_tp.xml
An element with the identifier &quot;fig-16--151-250-1702-1726-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A11D4862FFF3FF98FF79FF5C8718FCC5_tp.xml
An element with the identifier &quot;fig-18--151-250-1352-1376-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A11D4862FFF3FF98FF79FF5C8718FCC5_tp.xml
An element with the identifier &quot;ref9393&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A11D4862FFF3FF98FF79FF5C8718FCC5_tp.xml
An element with the identifier &quot;fig-19--151-250-1767-1791-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A11D4862FFF3FF98FF79FF5C8718FCC5_tp.xml
An element with the identifier &quot;fig-20--151-250-1867-1891-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A11D4862FFF3FF98FF79FF5C8718FCC5_tp.xml
Unexpected element &quot;xref&quot;. The content of the parent element type must match &quot;(tp:taxon-name|tp:nomenclature-citation)&quot;.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A66B1A7CEF51D324FF0FFBB70945FCBF_tp.xml
Unexpected element &quot;xref&quot;. The content of the parent element type must match &quot;(tp:taxon-name|tp:nomenclature-citation)&quot;.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A66B1A7CEF51D324FF0FFBB70945FCBF_tp.xml
Unexpected element &quot;xref&quot;. The content of the parent element type must match &quot;(tp:taxon-name|tp:nomenclature-citation)&quot;.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A66B1A7CEF51D324FF0FFBB70945FCBF_tp.xml
"Unexpected element &quot;fig&quot;. The content of the parent element type must match &quot;(tp:treatment-meta?,tp:nomenclature,(tp:treatment-sec|tp:taxon-treatment)*,ref-list?)&quot;.",C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A66B1A7CEF51D324FF0FFBB70945FCBF_tp.xml
An element with the identifier &quot;fig-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A66B1A7CEF51D324FF0FFBB70945FCBF_tp.xml
An element with the identifier &quot;ref20601&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A66B1A7CEF51D324FF0FFBB70945FCBF_tp.xml
An element with the identifier &quot;ref20566&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A66B1A7CEF51D324FF0FFBB70945FCBF_tp.xml
An element with the identifier &quot;ref19883&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A66B1A7CEF51D324FF0FFBB70945FCBF_tp.xml
An element with the identifier &quot;ref21903&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A66B1A7CEF51D324FF0FFBB70945FCBF_tp.xml
An element with the identifier &quot;ref19114&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A66B1A7CEF51D324FF0FFBB70945FCBF_tp.xml
An element with the identifier &quot;ref19158&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A66B1A7CEF51D324FF0FFBB70945FCBF_tp.xml
An element with the identifier &quot;ref20363&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A66B1A7CEF51D324FF0FFBB70945FCBF_tp.xml
An element with the identifier &quot;ref20030&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A66B1A7CEF51D324FF0FFBB70945FCBF_tp.xml
An element with the identifier &quot;ref20393&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A66B1A7CEF51D324FF0FFBB70945FCBF_tp.xml
An element with the identifier &quot;ref20793&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A66B1A7CEF51D324FF0FFBB70945FCBF_tp.xml
An element with the identifier &quot;ref20827&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A66B1A7CEF51D324FF0FFBB70945FCBF_tp.xml
An element with the identifier &quot;ref20421&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A66B1A7CEF51D324FF0FFBB70945FCBF_tp.xml
An element with the identifier &quot;ref18949&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A66B1A7CEF51D324FF0FFBB70945FCBF_tp.xml
An element with the identifier &quot;ref18975&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A66B1A7CEF51D324FF0FFBB70945FCBF_tp.xml
An element with the identifier &quot;ref19001&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A66B1A7CEF51D324FF0FFBB70945FCBF_tp.xml
An element with the identifier &quot;ref19546&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A66B1A7CEF51D324FF0FFBB70945FCBF_tp.xml
An element with the identifier &quot;ref20861&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A66B1A7CEF51D324FF0FFBB70945FCBF_tp.xml
An element with the identifier &quot;ref20269&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A66B1A7CEF51D324FF0FFBB70945FCBF_tp.xml
An element with the identifier &quot;ref21772&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A66B1A7CEF51D324FF0FFBB70945FCBF_tp.xml
An element with the identifier &quot;ref21415&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A66B1A7CEF51D324FF0FFBB70945FCBF_tp.xml
An element with the identifier &quot;ref20696&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A66B1A7CEF51D324FF0FFBB70945FCBF_tp.xml
An element with the identifier &quot;ref20750&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A66B1A7CEF51D324FF0FFBB70945FCBF_tp.xml
An element with the identifier &quot;ref20888&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A66B1A7CEF51D324FF0FFBB70945FCBF_tp.xml
An element with the identifier &quot;ref19207&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A66B1A7CEF51D324FF0FFBB70945FCBF_tp.xml
An element with the identifier &quot;ref21937&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A66B1A7CEF51D324FF0FFBB70945FCBF_tp.xml
An element with the identifier &quot;ref21830&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A66B1A7CEF51D324FF0FFBB70945FCBF_tp.xml
An element with the identifier &quot;ref19780&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A66B1A7CEF51D324FF0FFBB70945FCBF_tp.xml
An element with the identifier &quot;ref19812&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A66B1A7CEF51D324FF0FFBB70945FCBF_tp.xml
An element with the identifier &quot;ref19857&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A66B1A7CEF51D324FF0FFBB70945FCBF_tp.xml
An element with the identifier &quot;ref21143&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A66B1A7CEF51D324FF0FFBB70945FCBF_tp.xml
An element with the identifier &quot;ref19415&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A66B1A7CEF51D324FF0FFBB70945FCBF_tp.xml
An element with the identifier &quot;ref21499&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A66B1A7CEF51D324FF0FFBB70945FCBF_tp.xml
An element with the identifier &quot;ref21533&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A66B1A7CEF51D324FF0FFBB70945FCBF_tp.xml
An element with the identifier &quot;ref18907&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A66B1A7CEF51D324FF0FFBB70945FCBF_tp.xml
An element with the identifier &quot;ref18521&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A66B1A7CEF51D324FF0FFBB70945FCBF_tp.xml
An element with the identifier &quot;ref18822&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A66B1A7CEF51D324FF0FFBB70945FCBF_tp.xml
An element with the identifier &quot;ref18786&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A66B1A7CEF51D324FF0FFBB70945FCBF_tp.xml
An element with the identifier &quot;ref20098&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A66B1A7CEF51D324FF0FFBB70945FCBF_tp.xml
An element with the identifier &quot;ref18701&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A66B1A7CEF51D324FF0FFBB70945FCBF_tp.xml
An element with the identifier &quot;ref21716&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A66B1A7CEF51D324FF0FFBB70945FCBF_tp.xml
An element with the identifier &quot;ref18565&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A66B1A7CEF51D324FF0FFBB70945FCBF_tp.xml
An element with the identifier &quot;ref18597&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A66B1A7CEF51D324FF0FFBB70945FCBF_tp.xml
An element with the identifier &quot;ref19317&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A66B1A7CEF51D324FF0FFBB70945FCBF_tp.xml
An element with the identifier &quot;ref18860&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A66B1A7CEF51D324FF0FFBB70945FCBF_tp.xml
An element with the identifier &quot;ref18743&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A66B1A7CEF51D324FF0FFBB70945FCBF_tp.xml
An element with the identifier &quot;ref19971&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A66B1A7CEF51D324FF0FFBB70945FCBF_tp.xml
An element with the identifier &quot;ref20326&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A66B1A7CEF51D324FF0FFBB70945FCBF_tp.xml
An element with the identifier &quot;fig-28--151-250-1479-1503-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A66B1A7CEF51D324FF0FFBB70945FCBF_tp.xml
An element with the identifier &quot;fig-27--151-250-1596-1620-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A66B1A7CEF51D324FF0FFBB70945FCBF_tp.xml
An element with the identifier &quot;fig-6--151-250-1775-1799-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A66B1A7CEF51D324FF0FFBB70945FCBF_tp.xml
An element with the identifier &quot;fig-11--151-250-1779-1803-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A66B1A7CEF51D324FF0FFBB70945FCBF_tp.xml
An element with the identifier &quot;fig-15--151-250-1938-1962-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A66B1A7CEF51D324FF0FFBB70945FCBF_tp.xml
An element with the identifier &quot;fig-24--151-250-1504-1528-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A66B1A7CEF51D324FF0FFBB70945FCBF_tp.xml
An element with the identifier &quot;fig-10--151-250-1650-1674-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A66B1A7CEF51D324FF0FFBB70945FCBF_tp.xml
An element with the identifier &quot;fig-19--151-250-1520-1544-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A66B1A7CEF51D324FF0FFBB70945FCBF_tp.xml
"Unexpected element &quot;p&quot;. The content of the parent element type must match &quot;(sec-meta?,label?,title?,(address|alternatives|array|boxed-text|chem-struct-wrap|code|fig|fig-group|graphic|media|preformat|supplementary-material|table-wrap|table-wrap-group|disp-formula|disp-formula-group|def-list|list|tex-math|mml:math|p|related-article|related-object|disp-quote|speech|statement|verse-group)*,tp:treatment-sec*,tp:nomenclature-citation-list*,(fn-group|glossary|ref-list)*)&quot;.",C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A157FD05FFA84B5CFF2FFF2AFEFD2695_tp.xml
An element with the identifier &quot;fig-4--151-250-1982-2006-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A157FD05FFA84B5CFF2FFF2AFEFD2695_tp.xml
An element with the identifier &quot;fig-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A157FD05FFA84B5CFF2FFF2AFEFD2695_tp.xml
An element with the identifier &quot;fig-33--151-264-1888-1912-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A157FD05FFA84B5CFF2FFF2AFEFD2695_tp.xml
An element with the identifier &quot;fig-36--151-264-1913-1937-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A157FD05FFA84B5CFF2FFF2AFEFD2695_tp.xml
An element with the identifier &quot;fig-37--151-264-1708-1732-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A157FD05FFA84B5CFF2FFF2AFEFD2695_tp.xml
An element with the identifier &quot;fig-40--151-209-1161-1185-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\A157FD05FFA84B5CFF2FFF2AFEFD2695_tp.xml
